t,u,y
27.08000000,1.74644184,578.57147217
27.10000000,1.74644184,597.85717773
27.12000000,1.08388567,604.28576660
27.14000000,1.08388567,610.71435547
27.16000000,1.08388567,604.28576660
27.18000000,1.08388567,597.85717773
27.20000000,1.74644184,591.42864990
27.22000000,1.74644184,597.85717773
27.24000000,1.74644184,604.28576660
27.26000000,1.74644184,610.71435547
27.28000000,1.08388567,623.57147217
27.30000000,1.08388567,623.57147217
27.32000000,1.08388567,610.71435547
27.34000000,1.08388567,604.28576660
27.36000000,1.08388567,597.85717773
27.38000000,1.08388567,591.42864990
27.40000000,1.08388567,591.42864990
27.42000000,1.08388567,585.00006104
27.44000000,1.74644184,578.57147217
27.46000000,1.74644184,585.00006104
27.48000000,1.74644184,597.85717773
27.50000000,1.74644184,604.28576660
27.52000000,1.08388567,617.14288330
27.54000000,1.08388567,610.71435547
27.56000000,1.08388567,610.71435547
27.58000000,1.08388567,597.85717773
27.60000000,1.08388567,597.85717773
27.62000000,1.08388567,591.42864990
27.64000000,1.08388567,585.00006104
27.66000000,1.08388567,585.00006104
27.68000000,1.74644184,572.14288330
27.70000000,1.74644184,585.00006104
27.72000000,1.74644184,597.85717773
27.74000000,1.74644184,604.28576660
27.76000000,1.08388567,610.71435547
27.78000000,1.08388567,617.14288330
27.80000000,1.08388567,610.71435547
27.82000000,1.08388567,597.85717773
27.84000000,1.74644184,597.85717773
27.86000000,1.74644184,597.85717773
27.88000000,1.74644184,610.71435547
27.90000000,1.74644184,617.14288330
27.92000000,1.74644184,623.57147217
27.94000000,1.74644184,630.00006104
27.96000000,1.74644184,636.42858887
27.98000000,1.74644184,636.42858887
28.00000000,1.74644184,636.42858887
28.02000000,1.74644184,636.42858887
28.04000000,1.74644184,649.28576660
28.06000000,1.74644184,642.85717773
28.08000000,1.74644184,649.28576660
28.10000000,1.74644184,649.28576660
28.12000000,1.74644184,649.28576660
28.14000000,1.74644184,649.28576660
28.16000000,1.74644184,649.28576660
28.18000000,1.74644184,649.28576660
28.20000000,1.74644184,655.71435547
28.22000000,1.74644184,649.28576660
28.24000000,1.08388567,655.71435547
28.26000000,1.08388567,649.28576660
28.28000000,1.08388567,636.42858887
28.30000000,1.08388567,623.57147217
28.32000000,1.74644184,623.57147217
28.34000000,1.74644184,617.14288330
28.36000000,1.74644184,623.57147217
28.38000000,1.74644184,630.00006104
28.40000000,1.74644184,630.00006104
28.42000000,1.74644184,636.42858887
28.44000000,1.74644184,642.85717773
28.46000000,1.74644184,642.85717773
28.48000000,1.74644184,649.28576660
28.50000000,1.74644184,642.85717773
28.52000000,1.74644184,649.28576660
28.54000000,1.74644184,649.28576660
28.56000000,1.74644184,649.28576660
28.58000000,1.74644184,649.28576660
28.60000000,1.74644184,649.28576660
28.62000000,1.74644184,649.28576660
28.64000000,1.08388567,649.28576660
28.66000000,1.08388567,649.28576660
28.68000000,1.08388567,636.42858887
28.70000000,1.08388567,623.57147217
28.72000000,1.08388567,617.14288330
28.74000000,1.08388567,610.71435547
28.76000000,1.08388567,597.85717773
28.78000000,1.08388567,591.42864990
28.80000000,1.08388567,591.42864990
28.82000000,1.08388567,585.00006104
28.84000000,1.08388567,585.00006104
28.86000000,1.08388567,578.57147217
28.88000000,1.74644184,578.57147217
28.90000000,1.74644184,578.57147217
28.92000000,1.74644184,597.85717773
28.94000000,1.74644184,604.28576660
28.96000000,1.74644184,617.14288330
28.98000000,1.74644184,630.00006104
29.00000000,1.74644184,623.57147217
